model_number,part_number,description,classification,series,canopy_color,frame_color,carrier_type,shipping_dims,carton_1_width,carton_1_depth,carton_1_height,product_weight_lb,pallet_weight_lb,total_product_pallet_weight_lb,location,inventory,ships_via,stock_status,warehouse_category,missing_fields,last_updated,source_file_name,source_sheet_name,source_row_number,record_key,match_key,source_classification,manual_classification,review_needed,review_notes,item_type,series_code,source_status,department,unit,oem,brand,cost,gross_weight_lb,cubic_feet,pallet_size,retail,q3_2025_retail,specs,pictures,notes,notes2
EA1008-A103H2,EA1008-A103H2,Black,Awning,Luxury Series,R100,,LTL,126 x 15 x 11,126,15,11,150,0,84,,7,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,43,EA1008-A103H2,EA1008-A103H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1008ft,,341,,12,,,,"Motorized Retractable Awning,10X8,Acrylic-R103,Remote,Semi-C",,"Black, Aluminum Protective Hood","Black, Aluminum Protective Hood"
,EA1008-A104H2,"Motorized Retractable Awning,10X8,Acrylic-R284,Remote,Semi-C",Awning,Luxury Series,R104,,,,,,,150,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,44,EA1008-A104H2,EA1008-A104H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1008ft,,599.25,,,,,,"Motorized Retractable Awning,10X8,Acrylic-R284,Remote,Semi-C",,"Terracotta , Aluminum Protective Hood",
,EA1008-A112H2,"Motorized Retractable Awning,10X8,Acrylic-R112,Remote,Semi-C",Awning,Luxury Series,R112,,,,,,,150,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,45,EA1008-A112H2,EA1008-A112H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1008ft,,702.1,,,,,,"Motorized Retractable Awning,10X8,Acrylic-R112,Remote,Semi-C",,"Heather Gray , Aluminum Protective Hood",
EA1008-A202H,EA1008-A202H,Indigo & Black Tweed,Awning,Classic Series,A202,,LTL,124 x 14 x 13,124,14,13,152.2,0,76,,,LTL / Freight,Review Needed,Awnings,frame_color; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,46,EA1008-A202H,EA1008-A202H,Awning,false,true,"Missing: frame_color, location, inventory",Electric,C,Active,Electric,ea,1008ft,,400,,13.1,,,,"Motorized Retractable Awning9.8X8.2/9.5x8.2, Acrylic-A202,",,"Aluminum Protective Hood,Indigo and Black, Dutch Weave","Aluminum Protective Hood Indigo & Black, Dutch Weave"
EA1008-A208H,EA1008-A208H,Canvas Umber,Awning,Classic Series,A208,,LTL,124 x 14 x 13,124,14,13,152.2,0,76,,6,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,47,EA1008-A208H,EA1008-A208H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1008ft,,702.1,,13.1,,,,"Motorized Retractable Awning 9.8""x8.2"",Acrylic-A208,Remote,S",,"Canvas Umber, Aluminum Protective Hood,","Canvas Umber, Aluminum Protective Hood"
,EA1008-A222H,"Motorized Retractable Awning 9.7x8.2/9.4x8.2,Acrylic-A222,Re",Awning,Classic Series,A222,,,,,,,152.2,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,48,EA1008-A222H,EA1008-A222H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,C,Inactive,Electric,ea,1008ft,,,,,,,,"Motorized Retractable Awning 9.7x8.2/9.4x8.2,Acrylic-A222,Re",,"Forest Green & Cream Stripes, Aluminum Protective Hood,",
EA1008-A225H,EA1008-A225H,Sunny Yellow w/ Silver Gray & Blue Stripes,Awning,Classic Series,A225,,LTL,124 x 14 x 13,124,14,13,152.2,0,76,,3,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,49,EA1008-A225H,EA1008-A225H,Awning,false,true,"Missing: frame_color, location",Electric,C,Discontinued,Electric,ea,1008ft,,1459.62,,13.1,,,,"Motorized Retractable Awning9.8""x8.2"",Acrylic,A225",,"Sunny Yellow & Gray Stripes, Aluminum Protective Hood,","Sunny Yellow w/ Silver Gray Stripes, Aluminum Protective Hood"
,EA1008-A229H2,"Motorized Retractable Awning,10X8,Acrylic-R229,Remote,Semi-C",Awning,Classic Series,R229,,,,,,,150,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,50,EA1008-A229H2,EA1008-A229H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1008ft,,1459.62,,,,,,"Motorized Retractable Awning,10X8,Acrylic-R229,Remote,Semi-C",,"Cerulean, Aluminum Protective Hood",
EA1008-A230H,EA1008-A230H,Forest Green w/ Beige Stripes,Awning,Classic Series,A230,,LTL,124 x 14 x 13,124,14,13,152.2,0,76,,3,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,51,EA1008-A230H,EA1008-A230H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1008ft,,1459.62,,13.1,,,,"Motorized Retractable Awning9.8""x8.2"",Acrylic,A230,Remote,Se",,"Forest Green & Beige Stripes, Aluminum Protective Hood,","Forest Green w/ Beige Stripes, Aluminum Protective Hood"
,EA1008-A284H2,"Motorized Retractable Awning,10X8,Acrylic-R284,Remote,Semi-C",Awning,Classic Series,R284,,,,,,,150,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,52,EA1008-A284H2,EA1008-A284H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1008ft,,,,,,,,"Motorized Retractable Awning,10X8,Acrylic-R284,Remote,Semi-C",,"Driftwood & Alabaster Stripes , Aluminum Protective Hood",
,EA1008-A319H,"Motorized Awning9.8'X8.2', Acrylic-A319,Romote,w/Hood",Awning,Classic Series,X,,,,,,,,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; product_weight_lb; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,53,EA1008-A319H,EA1008-A319H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, product_weight_lb, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,X,Inactive,Electric,ea,1008ft,,1459.62,,,,,,"Motorized Awning9.8'X8.2', Acrylic-A319,Romote,w/Hood",,"Green & Multi Stripe, Aluminum Protective Hood,",
EA1008-A332H,EA1008-A332H,Natural Beige w/ Brick Red Stripes,Awning,Classic Series,A332,,LTL,124 x 14 x 13,124,14,13,152.2,0,76,,23,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,54,EA1008-A332H,EA1008-A332H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1008ft,,,,13.1,,,,"Motorized Retractable Awning9.8X8.2/9.5x8.2, Acrylic-A332,Re",,"Natural Beige & Brick Red Stripes, Aluminum Protective Hood,","Natural Beige w/ Brick Red Stripes, Aluminum Protective Hood"
EA1008-A423H2,EA1008-A423H2,Sunny Yellow w/ Silver Gray & Blue Stripes,Awning,Luxury Series,R423,,LTL,126 x 15 x 11,126,15,11,150,0,84,,5,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,55,EA1008-A423H2,EA1008-A423H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1008ft,,2024.6,,12,,,,"Motorized Retractable Awning,10X8,Acrylic-R423,Remote,Semi-C",,"Sunny Yellow & Silver Gray Stripes, Aluminum Protective Hood","Sunny Yellow w/ Silver Gray Stripes, Aluminum Protective Hood"
EA1008-A430H2,EA1008-A430H2,Brick Red w/ Sand Beige Stripes,Awning,Luxury Series,R430,,LTL,126 x 15 x 11,126,15,11,150,0,84,,21,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,56,EA1008-A430H2,EA1008-A430H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1008ft,,2024.6,,12,,,,"Motorized Retractable Awning,10X8feet,Acrylic-R430,Remote,Se",,"Brick Red & Sand Beige Stripes, Aluminum Protective Hood","Brick Red w/ Sand Beige Stripes, Aluminum Protective Hood"
EA1008-A447H2,EA1008-A447H2,Ocean Blue w/ Sand Beige Stripes,Awning,Luxury Series,R447,,LTL,126 x 15 x 11,126,15,11,150,0,84,,6,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,57,EA1008-A447H2,EA1008-A447H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1008ft,,,,12,,,,"Motorized Retractable Awning,10X8,Acrylic-R447,Remote,Semi-C",,"Ocean Blue & Sand Beige Stripes, Aluminum Protective Hood","Ocean Blue w/ Sand Beige Stripes, Aluminum Protective Hood"
,EA1008-A601H1,"Motorized Awning 9.7x8.2/9.4x8.2,Acrylic-A601,Remote,w/Hood",Awning,Luxury Series,X,,,,,,,67.2,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,58,EA1008-A601H1,EA1008-A601H1,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,X,Inactive,Electric,ea,1008ft,,,,,,,,"Motorized Awning 9.7x8.2/9.4x8.2,Acrylic-A601,Remote,w/Hood",,"Green & Multi Stripe, Aluminum Protective Hood,",
EA1008-A808H2,EA1008-A808H2,Garden Green w/ Sand Beige Stripes,Awning,Luxury Series,R808,,LTL,126 x 15 x 11,126,15,11,150,0,84,,,LTL / Freight,Review Needed,Awnings,frame_color; location; inventory,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,59,EA1008-A808H2,EA1008-A808H2,Awning,false,true,"Missing: frame_color, location, inventory",Electric,L,Active,Electric,ea,1008ft,,1716.14,,12,,,,"Motorized Retractable Awning,10X8,Acrylic-R808,Remote,Semi-C",,"Garden Green & Sand Beige Stripes, Aluminum Protective Hood","Garden Green w/ Sand Beige Stripes, Aluminum Protective Hood"
,EA1210-A004H,"Motorized Retractable Awning12x10 ,Acrylic-A004,Semi-Cassett",Awning,Luxury Series,A004,,,,,,,180.8,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,60,EA1210-A004H,EA1210-A004H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,C,Active,Electric,ea,1210ft,,1716.14,,,,,,"Motorized Retractable Awning12x10 ,Acrylic-A004,Semi-Cassett",,"Navy, Aluminum Protective Hood,Remote & Manual Override",
,EA1210-A013H,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A013,R",Awning,Luxury Series,A013,,,,,,,180.8,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,61,EA1210-A013H,EA1210-A013H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,C,Active,Electric,ea,1210ft,,,,,,,,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A013,R",,"Light Taupe, Aluminum Protective Hood,Semi-Cassetle",
EA1210-A100H2,EA1210-A100H2,Khaki,Awning,Luxury Series,R100,,LTL,150 x 15 x 11,150,15,11,198,0,99,,17,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,62,EA1210-A100H2,EA1210-A100H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1210ft,,1716.14,,14.3,,,,"Motorized Retractable Awning,12X10feet,Acrylic-R100,Remote,S",,"Khaki, Aluminum Protective Hood","Khaki, Aluminum Protective Hood"
EA1210-A103H2,EA1210-A103H2,Black,Awning,Luxury Series,R103,,LTL,150 x 15 x 11,150,15,11,198,0,99,,3,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,63,EA1210-A103H2,EA1210-A103H2,Awning,false,true,"Missing: frame_color, location",Electric,L,Active,Electric,ea,1210ft,,,,14.3,,,,"Motorized Retractable Awning,12X10feet,Acrylic-R103,Remote,S",,"Black, Aluminum Protective Hood","Black, Aluminum Protective Hood"
,EA1210-A104H2,"Motorized Retractable Awning,12X10,Acrylic-R104,Remote,Semi-",Awning,Luxury Series,R104,,,,,,,198,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,64,EA1210-A104H2,EA1210-A104H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1210ft,,1716.14,,,,,,"Motorized Retractable Awning,12X10,Acrylic-R104,Remote,Semi-",,"Terracotta , Aluminum Protective Hood",
,EA1210-A108H,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A108,",Awning,Luxury Series,A108,,,,,,,180.8,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,65,EA1210-A108H,EA1210-A108H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,C,Active,Electric,ea,1210ft,,,,,,,,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A108,",,"Burgundy,Aluminum Protective Hood,Semi-Cassetle",
,EA1210-A112H2,"Motorized Retractable Awning,12X10,Acrylic-R112,Remote,Semi-",Awning,Luxury Series,R112,,,,,,,198,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,66,EA1210-A112H2,EA1210-A112H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1210ft,,,,,,,,"Motorized Retractable Awning,12X10,Acrylic-R112,Remote,Semi-",,"Heather Gray, Aluminum Protective Hood",
EA1210-A202H,EA1210-A202H,Indigo & Black Tweed,Awning,Classic Series,A202,,LTL,149 x 14 x 13,149,14,13,180.8,0,90,,3,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,67,EA1210-A202H,EA1210-A202H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1210ft,,1716.14,,15.7,,,,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A208,R",,"Indigo and Black, Dutch Weave, Aluminum Protective Hood,","Indigo & Black, Dutch Weave, Aluminum Protective Hood"
EA1210-A208H,EA1210-A208H,Canvas Umber,Awning,Classic Series,A208,,LTL,149 x 14 x 13,149,14,13,180.8,0,90,,2,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,68,EA1210-A208H,EA1210-A208H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1210ft,,2024.6,,15.7,,,,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A208,R",,"Canvas Umber, Aluminum Protective Hood,","Canvas Umber, Aluminum Protective Hood"
,EA1210-A222H,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A222,R",Awning,Classic Series,A222,,,,,,,180.8,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,69,EA1210-A222H,EA1210-A222H,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,C,Inactive,Electric,ea,1210ft,,2024.6,,,,,,"Motorized Retractable Awning12'X9.8'/11.6x9.8,Acrylic-A222,R",,"Forest Green & Cream Stripes, Aluminum Protective Hood,",
EA1210-A225H,EA1210-A225H,Sunny Yellow w/ Silver Gray & Blue Stripes,Awning,Classic Series,A225,,LTL,149 x 14 x 13,149,14,13,180.8,0,90,,9,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,70,EA1210-A225H,EA1210-A225H,Awning,false,true,"Missing: frame_color, location",Electric,C,Discontinued,Electric,ea,1210ft,,2024.6,,15.7,,,,"Motorized Retractable Awning12""x9.8"",Acrylic,A225,Remote,Sem",,"Sunny Yellow & Gray Stripes, Aluminum Protective Hood,","Sunny Yellow w/ Silver Gray Stripes, Aluminum Protective Hood"
,EA1210-A229H2,"Motorized Retractable Awning,12X10,Acrylic-R229,Remote,Semi-",Awning,Classic Series,R229,,,,,,,198,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,71,EA1210-A229H2,EA1210-A229H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1210ft,,,,,,,,"Motorized Retractable Awning,12X10,Acrylic-R229,Remote,Semi-",,"Cerulean , Aluminum Protective Hood",
EA1210-A230H,EA1210-A230H,Forest Green w/ Beige Stripes,Awning,Classic Series,A230,,LTL,149 x 14 x 13,149,14,13,180.8,0,90,,10,LTL / Freight,In Stock,Awnings,frame_color; location,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,72,EA1210-A230H,EA1210-A230H,Awning,false,true,"Missing: frame_color, location",Electric,C,Active,Electric,ea,1210ft,,2024.6,,15.7,,,,"Motorized Retractable Awning12""x9.8"",Acrylic,A230,Remote,Sem",,"Forest Green & Beige Stripes, Aluminum Protective Hood,","Forest Green w/ Beige Stripes, Aluminum Protective Hood"
,EA1210-A284H2,"Motorized Retractable Awning,12X10,Acrylic-R284,Remote,Semi-",Awning,Classic Series,R284,,,,,,,198,,,,,,Review Needed,Awnings,frame_color; carrier_type; shipping_dims; carton_1_width; carton_1_depth; carton_1_height; pallet_weight_lb; total_product_pallet_weight_lb; location; inventory; ships_via,2026-05-25T18:58:27.413Z,oms_inventory_list_master.xlsx,masterlist,73,EA1210-A284H2,EA1210-A284H2,Awning,false,true,"Missing: frame_color, carrier_type, shipping_dims, carton_1_width, carton_1_depth, carton_1_height, pallet_weight_lb, total_product_pallet_weight_lb, location, inventory, ships_via",Electric,L,Active,Electric,ea,1210ft,,,,,,,,"Motorized Retractable Awning,12X10,Acrylic-R284,Remote,Semi-",,"Driftwood & Alabaster Stripes , Aluminum Protective Hood",
